cif,municipality,prov,mun,base_year,data,notes
c,"Half Moon Bay",1,1,2000,-!37!-!-!-!-!32!-!-!-!-!38!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Half Moon Bay",1,1,2000,40!-!36!35!34!33!-!33!34!36!37!-!38!38!38!38!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Half Moon Bay",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!39!39!40!41!42@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Half Moon Bay",1,2,2000,-!37!-!-!-!-!32!-!-!-!-!38!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Half Moon Bay",1,2,2000,40!-!36!35!34!33!-!33!34!36!37!-!38!38!38!38!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Half Moon Bay",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!39!40!41!42!43@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Half Moon Bay",1,3,2000,-!37!-!-!-!-!32!-!-!-!-!38!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Half Moon Bay",1,3,2000,40!-!36!35!34!33!-!33!34!36!37!-!38!38!38!38!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Half Moon Bay",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!39!39!40!40!41@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Half Moon Bay",2,1,2000,-!37!-!-!-!-!32!-!-!-!-!38!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Half Moon Bay",2,1,2000,40!-!36!35!34!33!-!33!34!36!37!-!38!38!38!38!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Half Moon Bay",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!38!38!38!39!39@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Half Moon Bay",2,2,2000,-!37!-!-!-!-!32!-!-!-!-!38!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Half Moon Bay",2,2,2000,40!-!36!35!34!33!-!33!34!36!37!-!38!38!38!38!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Half Moon Bay",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!38!38!39!39!40@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Half Moon Bay",2,3,2000,-!37!-!-!-!-!32!-!-!-!-!38!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Half Moon Bay",2,3,2000,40!-!36!35!34!33!-!33!34!36!37!-!38!38!38!38!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Half Moon Bay",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!38!37!37!37!36@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Half Moon Bay",3,1,2000,-!37!-!-!-!-!32!-!-!-!-!38!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Half Moon Bay",3,1,2000,40!-!36!35!34!33!-!33!34!36!37!-!38!38!38!38!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Half Moon Bay",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!38!38!37!37!37@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Half Moon Bay",3,2,2000,-!37!-!-!-!-!32!-!-!-!-!38!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Half Moon Bay",3,2,2000,40!-!36!35!34!33!-!33!34!36!37!-!38!38!38!38!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Half Moon Bay",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!38!38!38!38!38@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Half Moon Bay",3,3,2000,-!37!-!-!-!-!32!-!-!-!-!38!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Half Moon Bay",3,3,2000,40!-!36!35!34!33!-!33!34!36!37!-!38!38!38!38!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Half Moon Bay",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!38!37!37!37!36@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Horseshoe Bay",1,1,2000,39!52!-!-!-!-!214!-!-!-!-!37!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Horseshoe Bay",1,1,2000,-!-!84!117!149!182!-!179!143!108!72!-!37!37!37!37!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Horseshoe Bay",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!37!38!38!38!39@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Horseshoe Bay",1,2,2000,39!52!-!-!-!-!214!-!-!-!-!37!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Horseshoe Bay",1,2,2000,-!-!84!117!149!182!-!179!143!108!72!-!37!37!37!37!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Horseshoe Bay",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!37!38!38!39!39@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Horseshoe Bay",1,3,2000,39!52!-!-!-!-!214!-!-!-!-!37!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Horseshoe Bay",1,3,2000,-!-!84!117!149!182!-!179!143!108!72!-!37!37!37!37!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Horseshoe Bay",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!37!37!38!38!38@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Horseshoe Bay",2,1,2000,39!52!-!-!-!-!214!-!-!-!-!37!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Horseshoe Bay",2,1,2000,-!-!84!117!149!182!-!179!143!108!72!-!37!37!37!37!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Horseshoe Bay",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!36!35!34!33!33@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Horseshoe Bay",2,2,2000,39!52!-!-!-!-!214!-!-!-!-!37!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Horseshoe Bay",2,2,2000,-!-!84!117!149!182!-!179!143!108!72!-!37!37!37!37!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Horseshoe Bay",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!36!36!35!34!34@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Horseshoe Bay",2,3,2000,39!52!-!-!-!-!214!-!-!-!-!37!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Horseshoe Bay",2,3,2000,-!-!84!117!149!182!-!179!143!108!72!-!37!37!37!37!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Horseshoe Bay",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!36!34!33!31!30@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Horseshoe Bay",3,1,2000,39!52!-!-!-!-!214!-!-!-!-!37!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Horseshoe Bay",3,1,2000,-!-!84!117!149!182!-!179!143!108!72!-!37!37!37!37!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Horseshoe Bay",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!36!35!34!32!31@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Horseshoe Bay",3,2,2000,39!52!-!-!-!-!214!-!-!-!-!37!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Horseshoe Bay",3,2,2000,-!-!84!117!149!182!-!179!143!108!72!-!37!37!37!37!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Horseshoe Bay",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!36!35!34!34!33@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Horseshoe Bay",3,3,2000,39!52!-!-!-!-!214!-!-!-!-!37!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Horseshoe Bay",3,3,2000,-!-!84!117!149!182!-!179!143!108!72!-!37!37!37!37!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Horseshoe Bay",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!36!34!33!31!30@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Island Lake",1,1,2000,201!201!199!216!-!-!216!351!-!-!-!351!243!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Island Lake",1,1,2000,-!-!-!-!216!216!-!-!351!351!351!-!-!243!243!243!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Island Lake",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!244!244!244!245!246@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Island Lake",1,2,2000,201!201!199!216!-!-!216!351!-!-!-!351!243!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Island Lake",1,2,2000,-!-!-!-!216!216!-!-!351!351!351!-!-!243!243!243!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Island Lake",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!244!245!246!248!250@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Island Lake",1,3,2000,201!201!199!216!-!-!216!351!-!-!-!351!243!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Island Lake",1,3,2000,-!-!-!-!216!216!-!-!351!351!351!-!-!243!243!243!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Island Lake",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!243!243!243!243!243@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Island Lake",2,1,2000,201!201!199!216!-!-!216!351!-!-!-!351!243!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Island Lake",2,1,2000,-!-!-!-!216!216!-!-!351!351!351!-!-!243!243!243!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Island Lake",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!246!249!252!256!260@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Island Lake",2,2,2000,201!201!199!216!-!-!216!351!-!-!-!351!243!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Island Lake",2,2,2000,-!-!-!-!216!216!-!-!351!351!351!-!-!243!243!243!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Island Lake",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!247!250!254!258!262@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Island Lake",2,3,2000,201!201!199!216!-!-!216!351!-!-!-!351!243!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Island Lake",2,3,2000,-!-!-!-!216!216!-!-!351!351!351!-!-!243!243!243!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Island Lake",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!245!247!248!250!252@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Island Lake",3,1,2000,201!201!199!216!-!-!216!351!-!-!-!351!243!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Island Lake",3,1,2000,-!-!-!-!216!216!-!-!351!351!351!-!-!243!243!243!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Island Lake",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!246!247!249!252!254@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Island Lake",3,2,2000,201!201!199!216!-!-!216!351!-!-!-!351!243!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Island Lake",3,2,2000,-!-!-!-!216!216!-!-!351!351!351!-!-!243!243!243!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Island Lake",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!246!248!251!253!256@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Island Lake",3,3,2000,201!201!199!216!-!-!216!351!-!-!-!351!243!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
i,"Island Lake",3,3,2000,-!-!-!-!216!216!-!-!351!351!351!-!-!243!243!243!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
f,"Island Lake",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!245!247!248!250!252@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li><li>In 2001 both municipal and federal census was conducted.</li></ul>"
c,"Island Lake South",1,1,2000,71!71!-!-!-!-!105!-!-!-!-!72!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Island Lake South",1,1,2000,-!-!78!85!91!98!-!98!92!85!79!-!72!72!72!72!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Island Lake South",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!72!72!72!73!73@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Island Lake South",1,2,2000,71!71!-!-!-!-!105!-!-!-!-!72!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Island Lake South",1,2,2000,-!-!78!85!91!98!-!98!92!85!79!-!72!72!72!72!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Island Lake South",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!72!73!73!73!74@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Island Lake South",1,3,2000,71!71!-!-!-!-!105!-!-!-!-!72!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Island Lake South",1,3,2000,-!-!78!85!91!98!-!98!92!85!79!-!72!72!72!72!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Island Lake South",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!72!72!72!72!72@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Island Lake South",2,1,2000,71!71!-!-!-!-!105!-!-!-!-!72!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Island Lake South",2,1,2000,-!-!78!85!91!98!-!98!92!85!79!-!72!72!72!72!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Island Lake South",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!72!72!72!72!72@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Island Lake South",2,2,2000,71!71!-!-!-!-!105!-!-!-!-!72!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Island Lake South",2,2,2000,-!-!78!85!91!98!-!98!92!85!79!-!72!72!72!72!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Island Lake South",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!72!72!72!72!72@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Island Lake South",2,3,2000,71!71!-!-!-!-!105!-!-!-!-!72!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Island Lake South",2,3,2000,-!-!78!85!91!98!-!98!92!85!79!-!72!72!72!72!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Island Lake South",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!72!71!71!70!70@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Island Lake South",3,1,2000,71!71!-!-!-!-!105!-!-!-!-!72!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Island Lake South",3,1,2000,-!-!78!85!91!98!-!98!92!85!79!-!72!72!72!72!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Island Lake South",3,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!72!71!71!71!70@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Island Lake South",3,2,2000,71!71!-!-!-!-!105!-!-!-!-!72!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Island Lake South",3,2,2000,-!-!78!85!91!98!-!98!92!85!79!-!72!72!72!72!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Island Lake South",3,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!72!72!71!71!71@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Island Lake South",3,3,2000,71!71!-!-!-!-!105!-!-!-!-!72!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Island Lake South",3,3,2000,-!-!78!85!91!98!-!98!92!85!79!-!72!72!72!72!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Island Lake South",3,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!72!71!71!70!70@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Itaska Beach",1,1,2000,6!10!-!-!-!-!35!-!-!-!-!20!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Itaska Beach",1,1,2000,-!-!15!20!25!30!-!32!29!26!23!-!20!20!20!20!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Itaska Beach",1,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!20!21!21!22!22@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Itaska Beach",1,2,2000,6!10!-!-!-!-!35!-!-!-!-!20!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Itaska Beach",1,2,2000,-!-!15!20!25!30!-!32!29!26!23!-!20!20!20!20!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Itaska Beach",1,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!20!21!22!22!23@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Itaska Beach",1,3,2000,6!10!-!-!-!-!35!-!-!-!-!20!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Itaska Beach",1,3,2000,-!-!15!20!25!30!-!32!29!26!23!-!20!20!20!20!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Itaska Beach",1,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!20!21!21!21!22@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Itaska Beach",2,1,2000,6!10!-!-!-!-!35!-!-!-!-!20!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Itaska Beach",2,1,2000,-!-!15!20!25!30!-!32!29!26!23!-!20!20!20!20!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Itaska Beach",2,1,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!21!22!24!25!26@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Itaska Beach",2,2,2000,6!10!-!-!-!-!35!-!-!-!-!20!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Itaska Beach",2,2,2000,-!-!15!20!25!30!-!32!29!26!23!-!20!20!20!20!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Itaska Beach",2,2,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!21!23!24!25!27@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Itaska Beach",2,3,2000,6!10!-!-!-!-!35!-!-!-!-!20!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Itaska Beach",2,3,2000,-!-!15!20!25!30!-!32!29!26!23!-!20!20!20!20!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
f,"Itaska Beach",2,3,2000,-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!21!22!23!23!24@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
c,"Itaska Beach",3,1,2000,6!10!-!-!-!-!35!-!-!-!-!20!-!-!-!-!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
i,"Itaska Beach",3,1,2000,-!-!15!20!25!30!-!32!29!26!23!-!20!20!20!20!-!-!-!-!@,"<ul><li>Census data was aligned to the year the census was conducted rather than year of publication.</li></ul>"
